Trial_ID,Group_size,Fish_ID,In,Out,Duration
during-20-1512,20,0,0,3,3
during-20-1512,20,0,5,8,3
during-20-1512,20,0,10,12,2
during-20-1512,20,0,44,51,7
during-20-1512,20,0,97,98,1
during-20-1512,20,0,128,133,5
during-20-1512,20,0,145,159,14
during-20-1512,20,0,160,164,4
during-20-1512,20,0,202,206,4
during-20-1512,20,0,227,229,2
during-20-1512,20,0,240,250,10
during-20-1512,20,0,274,276,2
during-20-1512,20,0,300,303,3
during-20-1512,20,0,304,307,3
during-20-1512,20,0,318,324,6
during-20-1512,20,0,350,363,13
during-20-1512,20,0,381,384,3
during-20-1512,20,1,0,9,9
during-20-1512,20,1,14,16,2
during-20-1512,20,1,25,46,21
during-20-1512,20,1,49,53,4
during-20-1512,20,1,77,89,12
during-20-1512,20,1,125,126,1
during-20-1512,20,1,132,142,10
during-20-1512,20,1,201,203,2
during-20-1512,20,1,268,301,33
during-20-1512,20,1,302,303,1
during-20-1512,20,1,334,345,11
during-20-1512,20,1,351,367,16
during-20-1512,20,1,377,384,7
during-20-1512,20,2,0,4,4
during-20-1512,20,2,7,14,7
during-20-1512,20,2,26,28,2
during-20-1512,20,2,29,30,1
during-20-1512,20,2,42,50,8
during-20-1512,20,2,98,100,2
during-20-1512,20,2,144,160,16
during-20-1512,20,2,195,206,11
during-20-1512,20,2,216,219,3
during-20-1512,20,2,234,248,14
during-20-1512,20,2,304,316,12
during-20-1512,20,2,329,337,8
during-20-1512,20,2,351,355,4
during-20-1512,20,2,359,366,7
during-20-1512,20,2,384,386,2
during-20-1512,20,2,391,402,11
during-20-1512,20,3,5,7,2
during-20-1512,20,3,8,13,5
during-20-1512,20,3,14,16,2
during-20-1512,20,3,26,35,9
during-20-1512,20,3,47,51,4
during-20-1512,20,3,59,60,1
during-20-1512,20,3,82,100,18
during-20-1512,20,3,125,127,2
during-20-1512,20,3,168,173,5
during-20-1512,20,3,190,195,5
during-20-1512,20,3,225,227,2
during-20-1512,20,3,229,232,3
during-20-1512,20,3,250,252,2
during-20-1512,20,3,263,267,4
during-20-1512,20,3,268,270,2
during-20-1512,20,3,297,302,5
during-20-1512,20,3,304,306,2
during-20-1512,20,3,333,348,15
during-20-1512,20,3,351,355,4
during-20-1512,20,3,379,382,3
during-20-1512,20,3,390,399,9
during-20-1512,20,3,409,411,2
during-20-1512,20,4,0,13,13
during-20-1512,20,4,38,42,4
during-20-1512,20,4,48,52,4
during-20-1512,20,4,57,66,9
during-20-1512,20,4,67,85,18
during-20-1512,20,4,88,89,1
during-20-1512,20,4,124,133,9
during-20-1512,20,4,146,152,6
during-20-1512,20,4,163,168,5
during-20-1512,20,4,177,179,2
during-20-1512,20,4,183,188,5
during-20-1512,20,4,194,202,8
during-20-1512,20,4,211,212,1
during-20-1512,20,4,235,239,4
during-20-1512,20,4,240,243,3
during-20-1512,20,4,263,268,5
during-20-1512,20,4,287,289,2
during-20-1512,20,4,300,304,4
during-20-1512,20,4,320,321,1
during-20-1512,20,4,324,329,5
during-20-1512,20,4,331,337,6
during-20-1512,20,4,342,343,1
during-20-1512,20,4,349,350,1
during-20-1512,20,4,354,356,2
during-20-1512,20,4,363,367,4
during-20-1512,20,4,387,390,3
during-20-1512,20,5,0,4,4
during-20-1512,20,5,5,18,13
during-20-1512,20,5,27,31,4
during-20-1512,20,5,44,53,9
during-20-1512,20,5,56,67,11
during-20-1512,20,5,74,86,12
during-20-1512,20,5,89,95,6
during-20-1512,20,5,120,126,6
during-20-1512,20,5,131,139,8
during-20-1512,20,5,149,150,1
during-20-1512,20,5,158,159,1
during-20-1512,20,5,188,196,8
during-20-1512,20,5,197,209,12
during-20-1512,20,5,223,224,1
during-20-1512,20,5,227,229,2
during-20-1512,20,5,245,254,9
during-20-1512,20,5,312,317,5
during-20-1512,20,5,324,329,5
during-20-1512,20,5,336,342,6
during-20-1512,20,5,353,360,7
during-20-1512,20,5,379,384,5
during-20-1512,20,5,385,387,2
during-20-1512,20,5,391,395,4
during-20-1512,20,5,399,408,9
during-20-1512,20,6,0,7,7
during-20-1512,20,6,23,42,19
during-20-1512,20,6,141,173,32
during-20-1512,20,6,190,204,14
during-20-1512,20,6,273,305,32
during-20-1512,20,6,340,343,3
during-20-1512,20,6,367,369,2
during-20-1512,20,6,386,389,3
during-20-1512,20,7,3,12,9
during-20-1512,20,7,36,40,4
during-20-1512,20,7,46,49,3
during-20-1512,20,7,53,60,7
during-20-1512,20,7,62,66,4
during-20-1512,20,7,111,112,1
during-20-1512,20,7,138,145,7
during-20-1512,20,7,166,169,3
during-20-1512,20,7,193,197,4
during-20-1512,20,7,205,207,2
during-20-1512,20,7,245,250,5
during-20-1512,20,7,264,267,3
during-20-1512,20,7,302,305,3
during-20-1512,20,7,312,319,7
during-20-1512,20,7,332,338,6
during-20-1512,20,7,350,355,5
during-20-1512,20,7,390,400,10
during-20-1512,20,8,37,53,16
during-20-1512,20,8,69,83,14
during-20-1512,20,8,96,98,2
during-20-1512,20,8,155,164,9
during-20-1512,20,8,177,178,1
during-20-1512,20,8,192,198,6
during-20-1512,20,8,221,224,3
during-20-1512,20,8,308,309,1
during-20-1512,20,8,311,318,7
during-20-1512,20,8,332,337,5
during-20-1512,20,8,358,362,4
during-20-1512,20,8,387,400,13
during-20-1512,20,9,1,13,12
during-20-1512,20,9,27,29,2
during-20-1512,20,9,48,57,9
during-20-1512,20,9,58,60,2
during-20-1512,20,9,148,150,2
during-20-1512,20,9,153,158,5
during-20-1512,20,9,161,164,3
during-20-1512,20,9,263,264,1
during-20-1512,20,9,269,273,4
during-20-1512,20,9,288,306,18
during-20-1512,20,9,328,329,1
during-20-1512,20,9,339,344,5
during-20-1512,20,9,349,359,10
during-20-1512,20,9,372,376,4
during-20-1512,20,10,0,12,12
during-20-1512,20,10,27,41,14
during-20-1512,20,10,64,89,25
during-20-1512,20,10,156,165,9
during-20-1512,20,10,193,200,7
during-20-1512,20,10,239,241,2
during-20-1512,20,10,263,278,15
during-20-1512,20,10,322,329,7
during-20-1512,20,10,334,341,7
during-20-1512,20,10,350,369,19
during-20-1512,20,10,388,400,12
during-20-1512,20,10,407,414,7
during-20-1512,20,11,0,2,2
during-20-1512,20,11,6,15,9
during-20-1512,20,11,38,42,4
during-20-1512,20,11,43,87,44
during-20-1512,20,11,96,99,3
during-20-1512,20,11,121,129,8
during-20-1512,20,11,137,148,11
during-20-1512,20,11,149,152,3
during-20-1512,20,11,166,169,3
during-20-1512,20,11,187,193,6
during-20-1512,20,11,237,240,3
during-20-1512,20,11,301,302,1
during-20-1512,20,11,317,325,8
during-20-1512,20,11,326,341,15
during-20-1512,20,11,387,400,13
during-20-1512,20,11,402,403,1
during-20-1512,20,12,0,3,3
during-20-1512,20,12,7,8,1
during-20-1512,20,12,34,48,14
during-20-1512,20,12,49,57,8
during-20-1512,20,12,97,99,2
during-20-1512,20,12,139,146,7
during-20-1512,20,12,148,149,1
during-20-1512,20,12,154,157,3
during-20-1512,20,12,198,199,1
during-20-1512,20,12,200,207,7
during-20-1512,20,12,212,213,1
during-20-1512,20,12,238,241,3
during-20-1512,20,12,251,255,4
during-20-1512,20,12,272,274,2
during-20-1512,20,12,287,289,2
during-20-1512,20,12,298,305,7
during-20-1512,20,12,308,315,7
during-20-1512,20,12,321,322,1
during-20-1512,20,12,334,339,5
during-20-1512,20,12,348,349,1
during-20-1512,20,12,351,363,12
during-20-1512,20,12,379,383,4
during-20-1512,20,12,394,399,5
during-20-1512,20,13,0,10,10
during-20-1512,20,13,44,47,3
during-20-1512,20,13,61,77,16
during-20-1512,20,13,126,132,6
during-20-1512,20,13,154,158,4
during-20-1512,20,13,163,170,7
during-20-1512,20,13,244,246,2
during-20-1512,20,13,295,304,9
during-20-1512,20,13,324,327,3
during-20-1512,20,13,349,367,18
during-20-1512,20,13,378,383,5
during-20-1512,20,13,387,389,2
during-20-1512,20,13,397,408,11
during-20-1512,20,14,5,13,8
during-20-1512,20,14,21,43,22
during-20-1512,20,14,106,109,3
during-20-1512,20,14,133,172,39
during-20-1512,20,14,191,197,6
during-20-1512,20,14,262,269,7
during-20-1512,20,14,273,290,17
during-20-1512,20,14,299,300,1
during-20-1512,20,14,309,311,2
during-20-1512,20,14,312,317,5
during-20-1512,20,14,319,328,9
during-20-1512,20,14,332,343,11
during-20-1512,20,14,350,352,2
during-20-1512,20,15,40,43,3
during-20-1512,20,15,90,95,5
during-20-1512,20,15,131,132,1
during-20-1512,20,15,134,138,4
during-20-1512,20,15,193,204,11
during-20-1512,20,15,264,302,38
during-20-1512,20,15,333,344,11
during-20-1512,20,15,365,372,7
during-20-1512,20,16,0,24,24
during-20-1512,20,16,30,41,11
during-20-1512,20,16,144,150,6
during-20-1512,20,16,159,169,10
during-20-1512,20,16,193,197,4
during-20-1512,20,16,206,208,2
during-20-1512,20,16,213,217,4
during-20-1512,20,16,234,239,5
during-20-1512,20,16,255,256,1
during-20-1512,20,16,268,271,3
during-20-1512,20,16,304,310,6
during-20-1512,20,16,379,386,7
during-20-1512,20,16,396,403,7
during-20-1512,20,17,0,2,2
during-20-1512,20,17,3,7,4
during-20-1512,20,17,37,40,3
during-20-1512,20,17,192,200,8
during-20-1512,20,17,237,239,2
during-20-1512,20,17,289,293,4
during-20-1512,20,18,0,12,12
during-20-1512,20,18,32,51,19
during-20-1512,20,18,55,85,30
during-20-1512,20,18,98,99,1
during-20-1512,20,18,158,160,2
during-20-1512,20,18,161,172,11
during-20-1512,20,18,174,179,5
during-20-1512,20,18,188,191,3
during-20-1512,20,18,197,199,2
during-20-1512,20,18,201,204,3
during-20-1512,20,18,238,239,1
during-20-1512,20,18,301,304,3
during-20-1512,20,19,2,5,3
during-20-1512,20,19,8,14,6
during-20-1512,20,19,31,42,11
during-20-1512,20,19,49,52,3
during-20-1512,20,19,58,61,3
during-20-1512,20,19,66,71,5
during-20-1512,20,19,84,89,5
during-20-1512,20,19,123,124,1
during-20-1512,20,19,152,153,1
during-20-1512,20,19,154,166,12
during-20-1512,20,19,195,198,3
during-20-1512,20,19,236,240,4
during-20-1512,20,19,268,269,1
during-20-1512,20,19,271,273,2
during-20-1512,20,19,290,294,4
during-20-1512,20,19,302,308,6
during-20-1512,20,19,316,317,1
during-20-1512,20,19,329,330,1
during-20-1512,20,19,339,346,7
during-20-1512,20,19,350,359,9
during-20-1512,20,19,373,375,2
during-20-1512,20,19,380,381,1
during-20-1512,20,19,388,399,11
during-20-1512,20,19,403,406,3
during-20-1112,20,0,20,25,5
during-20-1112,20,0,37,40,3
during-20-1112,20,0,48,53,5
during-20-1112,20,0,57,67,10
during-20-1112,20,0,71,73,2
during-20-1112,20,0,132,140,8
during-20-1112,20,0,150,155,5
during-20-1112,20,0,183,185,2
during-20-1112,20,0,193,197,4
during-20-1112,20,0,218,220,2
during-20-1112,20,0,272,286,14
during-20-1112,20,0,321,323,2
during-20-1112,20,0,324,326,2
during-20-1112,20,0,376,377,1
during-20-1112,20,0,389,400,11
during-20-1112,20,1,10,19,9
during-20-1112,20,1,20,32,12
during-20-1112,20,1,37,42,5
during-20-1112,20,1,56,60,4
during-20-1112,20,1,63,68,5
during-20-1112,20,1,70,71,1
during-20-1112,20,1,80,86,6
during-20-1112,20,1,91,95,4
during-20-1112,20,1,130,135,5
during-20-1112,20,1,136,156,20
during-20-1112,20,1,275,290,15
during-20-1112,20,1,318,324,6
during-20-1112,20,1,328,332,4
during-20-1112,20,1,385,396,11
during-20-1112,20,2,20,24,4
during-20-1112,20,2,36,41,5
during-20-1112,20,2,57,70,13
during-20-1112,20,2,110,113,3
during-20-1112,20,2,129,133,4
during-20-1112,20,2,136,140,4
during-20-1112,20,2,149,155,6
during-20-1112,20,2,183,185,2
during-20-1112,20,2,193,198,5
during-20-1112,20,2,217,221,4
during-20-1112,20,2,225,238,13
during-20-1112,20,2,250,257,7
during-20-1112,20,2,308,312,4
during-20-1112,20,2,319,325,6
during-20-1112,20,2,377,380,3
during-20-1112,20,2,413,414,1
during-20-1112,20,3,7,9,2
during-20-1112,20,3,20,23,3
during-20-1112,20,3,58,65,7
during-20-1112,20,3,67,70,3
during-20-1112,20,3,79,85,6
during-20-1112,20,3,94,96,2
during-20-1112,20,3,131,153,22
during-20-1112,20,3,174,177,3
during-20-1112,20,3,189,191,2
during-20-1112,20,3,217,220,3
during-20-1112,20,3,223,226,3
during-20-1112,20,3,241,248,7
during-20-1112,20,3,274,275,1
during-20-1112,20,3,287,289,2
during-20-1112,20,3,297,298,1
during-20-1112,20,3,323,325,2
during-20-1112,20,3,328,331,3
during-20-1112,20,3,339,341,2
during-20-1112,20,4,19,24,5
during-20-1112,20,4,29,30,1
during-20-1112,20,4,39,40,1
during-20-1112,20,4,50,56,6
during-20-1112,20,4,65,69,4
during-20-1112,20,4,72,75,3
during-20-1112,20,4,80,82,2
during-20-1112,20,4,95,96,1
during-20-1112,20,4,128,155,27
during-20-1112,20,4,164,170,6
during-20-1112,20,4,181,186,5
during-20-1112,20,4,218,219,1
during-20-1112,20,4,276,280,4
during-20-1112,20,4,317,324,7
during-20-1112,20,4,351,353,2
during-20-1112,20,5,8,10,2
during-20-1112,20,5,28,41,13
during-20-1112,20,5,57,70,13
during-20-1112,20,5,133,141,8
during-20-1112,20,5,148,153,5
during-20-1112,20,5,216,220,4
during-20-1112,20,5,252,253,1
during-20-1112,20,5,277,283,6
during-20-1112,20,5,316,319,3
during-20-1112,20,5,321,329,8
during-20-1112,20,5,351,353,2
during-20-1112,20,5,367,371,4
during-20-1112,20,6,0,4,4
during-20-1112,20,6,20,24,4
during-20-1112,20,6,29,33,4
during-20-1112,20,6,39,41,2
during-20-1112,20,6,56,68,12
during-20-1112,20,6,130,136,6
during-20-1112,20,6,138,140,2
during-20-1112,20,6,151,153,2
during-20-1112,20,6,160,161,1
during-20-1112,20,6,209,210,1
during-20-1112,20,6,218,219,1
during-20-1112,20,6,253,257,4
during-20-1112,20,6,276,287,11
during-20-1112,20,6,317,324,7
during-20-1112,20,7,7,10,3
during-20-1112,20,7,20,26,6
during-20-1112,20,7,37,41,4
during-20-1112,20,7,56,68,12
during-20-1112,20,7,72,73,1
during-20-1112,20,7,79,84,5
during-20-1112,20,7,131,135,4
during-20-1112,20,7,136,155,19
during-20-1112,20,7,159,161,2
during-20-1112,20,7,182,186,4
during-20-1112,20,7,207,212,5
during-20-1112,20,7,217,225,8
during-20-1112,20,7,268,269,1
during-20-1112,20,7,319,328,9
during-20-1112,20,7,353,355,2
during-20-1112,20,8,19,27,8
during-20-1112,20,8,28,38,10
during-20-1112,20,8,39,45,6
during-20-1112,20,8,73,74,1
during-20-1112,20,8,106,108,2
during-20-1112,20,8,130,155,25
during-20-1112,20,8,218,221,3
during-20-1112,20,8,251,256,5
during-20-1112,20,8,274,275,1
during-20-1112,20,8,279,280,1
during-20-1112,20,8,319,323,4
during-20-1112,20,8,326,330,4
during-20-1112,20,8,344,346,2
during-20-1112,20,8,377,378,1
during-20-1112,20,8,384,396,12
during-20-1112,20,9,0,4,4
during-20-1112,20,9,19,31,12
during-20-1112,20,9,37,40,3
during-20-1112,20,9,49,54,5
during-20-1112,20,9,57,62,5
during-20-1112,20,9,68,69,1
during-20-1112,20,9,73,74,1
during-20-1112,20,9,130,155,25
during-20-1112,20,9,182,184,2
during-20-1112,20,9,193,198,5
during-20-1112,20,9,219,227,8
during-20-1112,20,9,274,278,4
during-20-1112,20,9,286,288,2
during-20-1112,20,9,309,316,7
during-20-1112,20,9,318,325,7
during-20-1112,20,9,336,360,24
during-20-1112,20,9,391,396,5
during-20-1112,20,10,3,4,1
during-20-1112,20,10,14,16,2
during-20-1112,20,10,37,44,7
during-20-1112,20,10,46,53,7
during-20-1112,20,10,56,60,4
during-20-1112,20,10,62,65,3
during-20-1112,20,10,66,68,2
during-20-1112,20,10,69,70,1
during-20-1112,20,10,72,74,2
during-20-1112,20,10,79,83,4
during-20-1112,20,10,95,97,2
during-20-1112,20,10,106,112,6
during-20-1112,20,10,130,141,11
during-20-1112,20,10,146,147,1
during-20-1112,20,10,148,155,7
during-20-1112,20,10,160,161,1
during-20-1112,20,10,192,198,6
during-20-1112,20,10,210,212,2
during-20-1112,20,10,217,221,4
during-20-1112,20,10,266,267,1
during-20-1112,20,10,277,279,2
during-20-1112,20,11,9,15,6
during-20-1112,20,11,20,41,21
during-20-1112,20,11,56,64,8
during-20-1112,20,11,65,68,3
during-20-1112,20,11,128,132,4
during-20-1112,20,11,134,135,1
during-20-1112,20,11,136,140,4
during-20-1112,20,11,151,153,2
during-20-1112,20,11,178,183,5
during-20-1112,20,11,217,219,2
during-20-1112,20,11,253,283,30
during-20-1112,20,11,327,328,1
during-20-1112,20,11,377,378,1
during-20-1112,20,11,384,396,12
during-20-1112,20,12,17,25,8
during-20-1112,20,12,28,40,12
during-20-1112,20,12,41,42,1
during-20-1112,20,12,49,50,1
during-20-1112,20,12,63,67,4
during-20-1112,20,12,74,82,8
during-20-1112,20,12,123,124,1
during-20-1112,20,12,132,153,21
during-20-1112,20,12,182,184,2
during-20-1112,20,12,190,191,1
during-20-1112,20,12,216,220,4
during-20-1112,20,12,296,297,1
during-20-1112,20,12,318,326,8
during-20-1112,20,13,12,16,4
during-20-1112,20,13,18,22,4
during-20-1112,20,13,31,39,8
during-20-1112,20,13,63,68,5
during-20-1112,20,13,108,113,5
during-20-1112,20,13,123,125,2
during-20-1112,20,13,129,132,3
during-20-1112,20,13,136,154,18
during-20-1112,20,13,161,163,2
during-20-1112,20,13,273,278,5
during-20-1112,20,13,279,280,1
during-20-1112,20,13,299,300,1
during-20-1112,20,13,305,314,9
during-20-1112,20,13,317,324,7
during-20-1112,20,13,335,341,6
during-20-1112,20,13,377,379,2
during-20-1112,20,13,386,396,10
during-20-1112,20,14,12,15,3
during-20-1112,20,14,37,39,2
during-20-1112,20,14,42,43,1
during-20-1112,20,14,47,54,7
during-20-1112,20,14,57,68,11
during-20-1112,20,14,129,130,1
during-20-1112,20,14,132,143,11
during-20-1112,20,14,147,155,8
during-20-1112,20,14,160,161,1
during-20-1112,20,14,182,185,3
during-20-1112,20,14,217,222,5
during-20-1112,20,14,236,240,4
during-20-1112,20,14,247,258,11
during-20-1112,20,14,278,288,10
during-20-1112,20,14,297,298,1
during-20-1112,20,14,317,323,6
during-20-1112,20,15,20,23,3
during-20-1112,20,15,33,43,10
during-20-1112,20,15,44,45,1
during-20-1112,20,15,56,68,12
during-20-1112,20,15,72,73,1
during-20-1112,20,15,108,113,5
during-20-1112,20,15,129,132,3
during-20-1112,20,15,134,155,21
during-20-1112,20,15,164,168,4
during-20-1112,20,15,181,187,6
during-20-1112,20,15,192,194,2
during-20-1112,20,15,218,222,4
during-20-1112,20,15,253,259,6
during-20-1112,20,15,276,282,6
during-20-1112,20,15,285,286,1
during-20-1112,20,15,318,323,5
during-20-1112,20,15,376,379,3
during-20-1112,20,15,387,395,8
during-20-1112,20,15,413,414,1
during-20-1112,20,16,9,12,3
during-20-1112,20,16,20,24,4
during-20-1112,20,16,27,33,6
during-20-1112,20,16,63,68,5
during-20-1112,20,16,135,154,19
during-20-1112,20,16,194,197,3
during-20-1112,20,16,216,219,3
during-20-1112,20,16,249,250,1
during-20-1112,20,16,271,283,12
during-20-1112,20,16,304,305,1
during-20-1112,20,16,317,328,11
during-20-1112,20,17,26,41,15
during-20-1112,20,17,56,69,13
during-20-1112,20,17,81,83,2
during-20-1112,20,17,130,135,5
during-20-1112,20,17,136,140,4
during-20-1112,20,17,151,155,4
during-20-1112,20,17,160,162,2
during-20-1112,20,17,181,185,4
during-20-1112,20,17,217,219,2
during-20-1112,20,17,225,229,4
during-20-1112,20,17,287,288,1
during-20-1112,20,17,315,324,9
during-20-1112,20,17,337,342,5
during-20-1112,20,17,346,347,1
during-20-1112,20,17,386,397,11
during-20-1112,20,18,36,45,9
during-20-1112,20,18,47,50,3
during-20-1112,20,18,57,69,12
during-20-1112,20,18,128,153,25
during-20-1112,20,18,160,161,1
during-20-1112,20,18,182,187,5
during-20-1112,20,18,216,221,5
during-20-1112,20,18,275,282,7
during-20-1112,20,18,310,312,2
during-20-1112,20,18,318,325,7
during-20-1112,20,18,377,379,2
during-20-1112,20,18,387,397,10
during-20-1112,20,19,2,4,2
during-20-1112,20,19,26,31,5
during-20-1112,20,19,40,45,5
during-20-1112,20,19,59,69,10
during-20-1112,20,19,79,81,2
during-20-1112,20,19,130,152,22
during-20-1112,20,19,154,156,2
during-20-1112,20,19,216,221,5
during-20-1112,20,19,275,288,13
during-20-1112,20,19,308,312,4
during-20-1112,20,19,317,324,7
during-20-1112,20,19,376,378,2
during-20-1112,20,19,414,416,2
during-20-0912,20,0,0,3,3
during-20-0912,20,0,23,30,7
during-20-0912,20,0,39,46,7
during-20-0912,20,0,60,77,17
during-20-0912,20,0,114,127,13
during-20-0912,20,0,131,134,3
during-20-0912,20,0,150,153,3
during-20-0912,20,0,159,164,5
during-20-0912,20,0,198,211,13
during-20-0912,20,0,258,260,2
during-20-0912,20,0,267,268,1
during-20-0912,20,0,273,277,4
during-20-0912,20,0,285,314,29
during-20-0912,20,0,337,342,5
during-20-0912,20,0,357,358,1
during-20-0912,20,0,364,366,2
during-20-0912,20,0,368,369,1
during-20-0912,20,0,403,404,1
during-20-0912,20,1,1,3,2
during-20-0912,20,1,22,30,8
during-20-0912,20,1,39,47,8
during-20-0912,20,1,57,58,1
during-20-0912,20,1,60,67,7
during-20-0912,20,1,70,77,7
during-20-0912,20,1,116,127,11
during-20-0912,20,1,131,138,7
during-20-0912,20,1,147,148,1
during-20-0912,20,1,151,153,2
during-20-0912,20,1,158,159,1
during-20-0912,20,1,160,166,6
during-20-0912,20,1,194,197,3
during-20-0912,20,1,198,214,16
during-20-0912,20,1,256,257,1
during-20-0912,20,1,259,260,1
during-20-0912,20,1,263,266,3
during-20-0912,20,1,267,270,3
during-20-0912,20,1,287,289,2
during-20-0912,20,1,297,309,12
during-20-0912,20,1,311,313,2
during-20-0912,20,1,339,342,3
during-20-0912,20,1,357,371,14
during-20-0912,20,1,398,400,2
during-20-0912,20,1,402,404,2
during-20-0912,20,1,409,415,6
during-20-0912,20,2,1,3,2
during-20-0912,20,2,25,32,7
during-20-0912,20,2,39,48,9
during-20-0912,20,2,66,68,2
during-20-0912,20,2,69,76,7
during-20-0912,20,2,85,91,6
during-20-0912,20,2,117,126,9
during-20-0912,20,2,134,136,2
during-20-0912,20,2,149,155,6
during-20-0912,20,2,161,162,1
during-20-0912,20,2,163,165,2
during-20-0912,20,2,174,176,2
